id,title,date,category,url
223,Ending Illegal Immigration in the United States,"January 26, 2025",press_release,https://www.state.gov/ending-illegal-immigration-in-the-united-states/
224,Ending Violence in Syria,"May 1, 2025",press_release,https://www.state.gov/ending-violence-in-syria/
225,Estonia National Day,"February 24, 2025",press_release,https://www.state.gov/estonia-national-day/
226,"Evidence, Evaluation, and Learning","February 21, 2025",press_release,https://www.state.gov/evidence-evaluation-and-learning/
227,Expansion of Visa Restrictions Policy for Individuals Exploiting Cuban Labor,"February 25, 2025",press_release,https://www.state.gov/expansion-of-visa-restrictions-policy-for-individuals-exploiting-cuban-labor/
228,Extradition of Tahawwur Rana to India,"April 10, 2025",press_release,https://www.state.gov/extradition-of-tahawwur-rana-to-india/
229,February 27 Meeting in Istanbul,"February 27, 2025",press_release,https://www.state.gov/february-27-meeting-in-istanbul/
230,"Four Years from the Military Coup in Myanmar: Joint Statement by Australia, Canada, the European Union, the Republic of Korea, New Zealand, Norway, Switzerland, the United Kingdom and the United States","January 31, 2025",press_release,https://www.state.gov/four-years-from-the-military-coup-in-myanmar-joint-statement-by-australia-canada-the-european-union-the-republic-of-korea-new-zealand-norway-switzerland-the-united-kingdom-and-the-united-state/
231,Celebrating 250 Years of American History,"July 4, 2026",press_release,https://www.state.gov/freedom-250/
232,G7 Foreign Ministers Declaration on Maritime Security and Prosperity,"March 14, 2025",press_release,https://www.state.gov/g7-foreign-ministers-declaration-on-maritime-security-and-prosperity/
233,G7 Foreign Ministers’ Statement Marking Two Years Since the Beginning of the Devastating War in Sudan,"April 15, 2025",press_release,https://www.state.gov/g7-foreign-ministers-statement-marking-two-years-since-the-beginning-of-the-devastating-war-in-sudan/
234,G7 Foreign Ministers’ Statement on China’s Large-Scale Military Drills Around Taiwan,"April 6, 2025",press_release,https://www.state.gov/g7-foreign-ministers-statement-on-chinas-large-scale-military-drills-around-taiwan/
235,G7 Foreign Ministers’ Statement on the Escalation of Violence in the Eastern Democratic Republic of the Congo,"February 3, 2025",press_release,https://www.state.gov/g7-foreign-ministers-statement-on-the-escalation-of-violence-in-the-eastern-democratic-republic-of-the-congo/
236,G7 Foreign Ministers’ Statement on the Margins of the Munich Security Conference,"February 15, 2025",press_release,https://www.state.gov/g7-foreign-ministers-statement-on-the-margins-of-the-munich-security-conference/
237,Ghana National Day,"March 6, 2025",press_release,https://www.state.gov/ghana-national-day/
238,Greece Independence Day,"March 25, 2025",press_release,https://www.state.gov/greece-independence-day/
239,Grenada National Day,"February 7, 2025",press_release,https://www.state.gov/grenada-national-day/
240,Guyana Republic National Day,"May 26, 2025",press_release,https://www.state.gov/guyana-republic-national-day/
241,Hostage Release,"January 25, 2025",press_release,https://www.state.gov/hostage-release/
242,Implementing the President’s Executive Order on Reevaluating and Realigning United States Foreign Aid,"January 26, 2025",press_release,https://www.state.gov/implementing-the-presidents-executive-order-on-reevaluating-and-realigning-united-states-foreign-aid/
243,Implementing Visa Restrictions under the Reciprocal Access to Tibet Act,"March 31, 2025",press_release,https://www.state.gov/implementing-visa-restrictions-under-the-reciprocal-access-to-tibet-act/
244,Imposing Sanctions in Response to the ICC’s Illegitimate Actions Targeting the United States and Israel,"June 5, 2025",press_release,https://www.state.gov/imposing-sanctions-in-response-to-the-iccs-illegitimate-actions-targeting-the-united-states-and-israel/
245,India Republic Day,"January 25, 2025",press_release,https://www.state.gov/india-republic-day/
246,Information Quality Act,"October 1, 2002",press_release,https://www.state.gov/information-quality-act
247,International Holocaust Remembrance Day,"January 26, 2025",press_release,https://www.state.gov/international-holocaust-remembrance-day/
248,Japan’s National Day,"February 23, 2025",press_release,https://www.state.gov/japans-national-day/
249,Joint Statement by the Quad Foreign Ministers,"January 21, 2025",press_release,https://www.state.gov/joint-statement-by-the-quad-foreign-ministers/
250,Joint Statement by the Quad Partners on Myanmar Earthquake Response,"April 3, 2025",press_release,https://www.state.gov/joint-statement-by-the-quad-partners-on-myanmar-earthquake-response/
251,Joint Statement from the Governments of the United States of America and the Republic of Korea at the United States-Republic of Korea Civil Space Dialogue,"April 14, 2025",press_release,https://www.state.gov/joint-statement-from-the-governments-of-the-united-states-of-america-and-the-republic-of-korea-at-the-united-states-republic-of-korea-civil-space-dialogue/
252,Joint Statement of the Multilateral Sanctions Monitoring Team (MSMT) on the First Report Covering DPRK-Russia Military Cooperation,"May 29, 2025",press_release,https://www.state.gov/joint-statement-of-the-multilateral-sanctions-monitoring-team-msmt-on-the-first-report-covering-dprk-russia-military-cooperation/
253,Joint Statement on Efforts to Support Peace in Eastern Democratic Republic of the Congo,"April 30, 2025",press_release,https://www.state.gov/joint-statement-on-efforts-to-support-peace-in-eastern-democratic-republic-of-the-congo/
254,Joint Statement on the Multilateral Sanctions Monitoring Team (MSMT) Steering Committee Inaugural Meeting,"February 20, 2025",press_release,https://www.state.gov/joint-statement-on-the-multilateral-sanctions-monitoring-team-msmt-steering-committee-inaugural-meeting/
255,"Joint Statement on the Trilateral – United States, Japan, Republic of Korea – Meeting in Brussels","April 3, 2025",press_release,https://www.state.gov/joint-statement-on-the-trilateral-united-states-japan-republic-of-korea-meeting-in-brussels/
256,Joint Statement on the Trilateral United States – Japan – Republic of Korea Meeting in Munich,"February 15, 2025",press_release,https://www.state.gov/joint-statement-on-the-trilateral-united-states-japan-republic-of-korea-meeting-in-munich/
257,Joint Statement on the U.S.-Germany Dialogue on Holocaust Issues,"April 29, 2025",press_release,https://www.state.gov/joint-statement-on-the-u-s-germany-dialogue-on-holocaust-issues/
258,Joint Statement on the United States-Ukraine Meeting in Jeddah,"March 11, 2025",press_release,https://www.state.gov/joint-statement-on-the-united-states-ukraine-meeting-in-jeddah/
259,Joint Statement on U.S.-Argentina Bilateral Space Consultations,"March 27, 2025",press_release,https://www.state.gov/joint-statement-on-u-s-argentina-bilateral-space-consultations/
260,Joint Statement on Unjust Detention,"March 18, 2025",press_release,https://www.state.gov/joint-statement-on-unjust-detention/
261,Jordan National Day,"May 25, 2025",press_release,https://www.state.gov/jordan-national-day/
262,Justice for Sarah Root,"March 21, 2025",press_release,https://www.state.gov/justice-for-sarah-root/
263,Khmer New Year 2025,"April 13, 2025",press_release,https://www.state.gov/khmer-new-year-2025/
264,Kosovo National Day,"February 17, 2025",press_release,https://www.state.gov/kosovo-national-day/
265,Kuwait National Day,"February 24, 2025",press_release,https://www.state.gov/kuwait-national-day/
266,Lao New Year 2025,"April 12, 2025",press_release,https://www.state.gov/lao-new-year-2025/
267,Leadership – Office of the Spokesperson,,press_release,https://www.state.gov/leadership-office-of-the-spokesperson/
268,Lebanon’s Formation of a Government,"February 27, 2025",press_release,https://www.state.gov/lebanons-formation-of-a-government/
269,Lithuania National Day,"February 16, 2025",press_release,https://www.state.gov/lithuania-national-day/
270,"Marking Losar, the Tibetan New Year","February 28, 2025",press_release,https://www.state.gov/marking-losar-the-tibetan-new-year/
271,Mauritius National Day,"March 12, 2025",press_release,https://www.state.gov/mauritius-national-day/
272,Maximum Pressure Sanctions on Illicit Traders of Iranian Oil and Petrochemical Products,"April 30, 2025",press_release,https://www.state.gov/maximum-pressure-sanctions-on-illicit-traders-of-iranian-oil-and-petrochemical-products/
273,Maximum Pressure Sanctions on Illicit Traders of Iranian Petroleum and Petrochemical Products,"April 30, 2025",press_release,https://www.state.gov/maximum-pressure-sanctions-on-illicit-traders-of-iranian-petroleum-and-petrochemical-products/
274,Military Assistance to Israel,"March 1, 2025",press_release,https://www.state.gov/military-assistance-to-israel/
275,More Foreign Gang Terrorists Deported Out of America,"March 31, 2025",press_release,https://www.state.gov/more-foreign-gang-terrorists-deported-out-of-america/
276,Namibian Independence Day,"March 21, 2025",press_release,https://www.state.gov/namibian-independence-day/
277,Nauru National Day,"January 31, 2025",press_release,https://www.state.gov/nauru-national-day/
278,New Sanctions Increase Pressure on Iran’s UAV and Ballistic Missile Programs,"February 26, 2025",press_release,https://www.state.gov/new-sanctions-increase-pressure-on-irans-uav-and-ballistic-missile-programs/
279,New Sanctions Targeting Iran’s Nuclear Program,"April 9, 2025",press_release,https://www.state.gov/new-sanctions-targeting-irans-nuclear-program/
280,New Zealand National Day,"February 5, 2025",press_release,https://www.state.gov/new-zealand-national-day/
281,Newsroom,,press_release,https://www.state.gov/newsroom/
282,Nigeria Endorses the Proliferation Security Initiative,"March 17, 2025",press_release,https://www.state.gov/nigeria-endorses-the-proliferation-security-initiative/
283,On Delivering an America First Foreign Assistance Program,"March 28, 2025",press_release,https://www.state.gov/on-delivering-an-america-first-foreign-assistance-program/
284,On Mongolian Tsagaan Sar,"February 28, 2025",press_release,https://www.state.gov/on-mongolian-tsagaan-sar/
285,On Thailand’s Forced Return of Uyghurs to China,"February 27, 2025",press_release,https://www.state.gov/on-thailands-forced-return-of-uyghurs-to-china/
286,On the Death of Pope Francis,"April 21, 2025",press_release,https://www.state.gov/on-the-death-of-pope-francis/
287,On the Occasion of Ramadan,"March 1, 2025",press_release,https://www.state.gov/on-the-occasion-of-ramadan/
288,On the Occasion of St. Patrick’s Day,"March 17, 2025",press_release,https://www.state.gov/on-the-occasion-of-st-patricks-day/
289,On the Occasions of Holy Week and Easter,"April 18, 2025",press_release,https://www.state.gov/on-the-occasions-of-holy-week-and-easter/
290,On the Passing of Lincoln Díaz-Balart,"March 3, 2025",press_release,https://www.state.gov/on-the-passing-of-lincoln-diaz-balart/
291,On the President’s Action to Protect Americans from Dangerous Foreign Gang Members,"March 16, 2025",press_release,https://www.state.gov/on-the-presidents-action-to-protect-americans-from-dangerous-foreign-gang-members/
292,On-the-Record Briefing on Secretary of State Marco Rubio’s First Trip to the Western Hemisphere,"January 31, 2025",press_release,https://www.state.gov/on-the-record-briefing-on-secretary-of-state-marco-rubios-first-trip-to-the-western-hemisphere/
293,"On-the-Record Briefing on Secretary of State Marco Rubio’s Travel to Jamaica, Guyana, and Suriname","March 25, 2025",press_release,https://www.state.gov/on-the-record-briefing-on-secretary-of-state-marco-rubios-travel-to-jamaica-guyana-and-suriname/
294,On the Release of Faye Hall,"March 31, 2025",press_release,https://www.state.gov/on-the-release-of-faye-hall/
295,On the Thai Authorities’ Arrest of Paul Chambers,"April 8, 2025",press_release,https://www.state.gov/on-the-thai-authorities-arrest-of-paul-chambers/
